Change ($),Date (1),Price (1),Date (2),Price (2),Name,Set Number,Change (%),Period,product_id,SetName,Edition,tcg_product_id,Rarity,imageUrl,tcgplayerUrl,Release Date,View,Price Bucket
1.05,2023-09-24,3.64,2023-10-01,4.69,Cynet Mining,MGED-EN148,0.22388059701492535,7,30842,Maximum Gold: El Dorado,1st Edition,254446,Rare,https://tcgplayer-cdn.tcgplayer.com/product/254446_200w.jpg,https://www.tcgplayer.com/product/254446/yugioh-maximum-gold-el-dorado-cynet-mining,2021-11-19,All Time,$1-5
1.55,2023-09-13,3.14,2023-10-01,4.69,Cynet Mining,MGED-EN148,0.3304904051172708,30,30842,Maximum Gold: El Dorado,1st Edition,254446,Rare,https://tcgplayer-cdn.tcgplayer.com/product/254446_200w.jpg,https://www.tcgplayer.com/product/254446/yugioh-maximum-gold-el-dorado-cynet-mining,2021-11-19,All Time,$1-5
1.59,2023-07-03,3.1,2023-10-01,4.69,Cynet Mining,MGED-EN148,0.3390191897654584,90,30842,Maximum Gold: El Dorado,1st Edition,254446,Rare,https://tcgplayer-cdn.tcgplayer.com/product/254446_200w.jpg,https://www.tcgplayer.com/product/254446/yugioh-maximum-gold-el-dorado-cynet-mining,2021-11-19,All Time,$1-5
1.14,2023-04-04,3.55,2023-10-01,4.69,Cynet Mining,MGED-EN148,0.24307036247334754,180,30842,Maximum Gold: El Dorado,1st Edition,254446,Rare,https://tcgplayer-cdn.tcgplayer.com/product/254446_200w.jpg,https://www.tcgplayer.com/product/254446/yugioh-maximum-gold-el-dorado-cynet-mining,2021-11-19,All Time,$1-5
1.36,2023-09-24,3.36,2023-10-01,4.72,I:P Masquerena,MGED-EN035,0.288135593220339,7,30710,Maximum Gold: El Dorado,1st Edition,253942,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/253942_200w.jpg,https://www.tcgplayer.com/product/253942/yugioh-maximum-gold-el-dorado-ip-masquerena,2021-11-19,All Time,$1-5
1.4,2023-09-13,3.32,2023-10-01,4.72,I:P Masquerena,MGED-EN035,0.2966101694915254,30,30710,Maximum Gold: El Dorado,1st Edition,253942,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/253942_200w.jpg,https://www.tcgplayer.com/product/253942/yugioh-maximum-gold-el-dorado-ip-masquerena,2021-11-19,All Time,$1-5
1.82,2023-09-24,3.43,2023-10-01,5.25,Lord of the Heavenly Prison,BODE-EN030,0.3466666666666667,7,30576,Burst of Destiny,1st Edition,252565,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252565_200w.jpg,https://www.tcgplayer.com/product/252565/yugioh-burst-of-destiny-lord-of-the-heavenly-prison,2021-11-05,All Time,$1-5
1.72,2023-09-13,3.53,2023-10-01,5.25,Lord of the Heavenly Prison,BODE-EN030,0.32761904761904764,30,30576,Burst of Destiny,1st Edition,252565,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252565_200w.jpg,https://www.tcgplayer.com/product/252565/yugioh-burst-of-destiny-lord-of-the-heavenly-prison,2021-11-05,All Time,$1-5
1.05,2023-09-24,6.845,2023-10-01,7.895,Infinite Impermanence,SDCS-EN036,0.13299556681443953,7,30531,Cyber Strike,Unlimited,250389,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/250389_200w.jpg,https://www.tcgplayer.com/product/250389/yugioh-structure-deck-cyber-strike-infinite-impermanence,2021-10-07,All Time,$5-10
1.13,2023-09-24,4.77,2023-10-01,5.9,Nadir Servant,MP21-EN135,0.1915254237288136,7,30363,2021 Tin of Ancient Battles,1st Edition,249098,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/249098_200w.jpg,https://www.tcgplayer.com/product/249098/yugioh-2021-tin-of-ancient-battles-nadir-servant,2021-09-16,All Time,$1-5
1.53,2023-09-13,4.37,2023-10-01,5.9,Nadir Servant,MP21-EN135,0.2593220338983051,30,30363,2021 Tin of Ancient Battles,1st Edition,249098,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/249098_200w.jpg,https://www.tcgplayer.com/product/249098/yugioh-2021-tin-of-ancient-battles-nadir-servant,2021-09-16,All Time,$1-5
1.36,2023-09-24,6.12,2023-10-01,7.48,Soul Drain,LART-EN011,0.18181818181818185,7,22503,The Lost Art Promotion 2021,Limited,194275,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/194275_200w.jpg,https://www.tcgplayer.com/product/194275/yugioh-the-lost-art-promotion-soul-drain,2021-01-01,All Time,$5-10
3.06,2023-09-13,4.42,2023-10-01,7.48,Soul Drain,LART-EN011,0.4090909090909091,30,22503,The Lost Art Promotion 2021,Limited,194275,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/194275_200w.jpg,https://www.tcgplayer.com/product/194275/yugioh-the-lost-art-promotion-soul-drain,2021-01-01,All Time,$1-5
1.71,2023-09-24,4.46,2023-10-01,6.17,Parlor Dragonmaid,MAGO-EN023,0.2771474878444084,7,28675,Maximum Gold,1st Edition,227443,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227443_200w.jpg,https://www.tcgplayer.com/product/227443/yugioh-maximum-gold-parlor-dragonmaid,2020-11-12,All Time,$1-5
2.22,2023-09-13,3.95,2023-10-01,6.17,Parlor Dragonmaid,MAGO-EN023,0.35980551053484605,30,28675,Maximum Gold,1st Edition,227443,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227443_200w.jpg,https://www.tcgplayer.com/product/227443/yugioh-maximum-gold-parlor-dragonmaid,2020-11-12,All Time,$1-5
2.61,2023-07-03,3.56,2023-10-01,6.17,Parlor Dragonmaid,MAGO-EN023,0.42301458670988656,90,28675,Maximum Gold,1st Edition,227443,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227443_200w.jpg,https://www.tcgplayer.com/product/227443/yugioh-maximum-gold-parlor-dragonmaid,2020-11-12,All Time,$1-5
1.8,2023-04-04,4.37,2023-10-01,6.17,Parlor Dragonmaid,MAGO-EN023,0.2917341977309562,180,28675,Maximum Gold,1st Edition,227443,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227443_200w.jpg,https://www.tcgplayer.com/product/227443/yugioh-maximum-gold-parlor-dragonmaid,2020-11-12,All Time,$1-5
1.0,2023-09-24,3.61,2023-10-01,4.61,Cyber Dragon Infinity,MAGO-EN033,0.2169197396963124,7,28685,Maximum Gold,1st Edition,227453,Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227453_200w.jpg,https://www.tcgplayer.com/product/227453/yugioh-maximum-gold-cyber-dragon-infinity,2020-11-12,All Time,$1-5
1.01,2023-09-24,2.04,2023-10-01,3.05,Stardust Dragon,DUPO-EN103,0.3311475409836065,7,8918,Duel Power,Limited,186885,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186885_200w.jpg,https://www.tcgplayer.com/product/186885/yugioh-duel-power-stardust-dragon,2019-04-04,All Time,$1-5
1.47,2023-09-13,1.58,2023-10-01,3.05,Stardust Dragon,DUPO-EN103,0.4819672131147541,30,8918,Duel Power,Limited,186885,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186885_200w.jpg,https://www.tcgplayer.com/product/186885/yugioh-duel-power-stardust-dragon,2019-04-04,All Time,$1-5
1.71,2023-07-03,1.34,2023-10-01,3.05,Stardust Dragon,DUPO-EN103,0.5606557377049181,90,8918,Duel Power,Limited,186885,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186885_200w.jpg,https://www.tcgplayer.com/product/186885/yugioh-duel-power-stardust-dragon,2019-04-04,All Time,$1-5
1.96,2023-04-04,1.09,2023-10-01,3.05,Stardust Dragon,DUPO-EN103,0.6426229508196721,180,8918,Duel Power,Limited,186885,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186885_200w.jpg,https://www.tcgplayer.com/product/186885/yugioh-duel-power-stardust-dragon,2019-04-04,All Time,$1-5
1.09,2023-09-24,5.71,2023-10-01,6.8,Odd-Eyes Arc Pendulum Dragon,LEDD-ENC00,0.16029411764705884,7,9258,Legendary Dragon Decks,1st Edition,147062,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/147062_200w.jpg,https://www.tcgplayer.com/product/147062/yugioh-legendary-dragon-decks-odd-eyes-arc-pendulum-dragon,2017-10-06,All Time,$5-10
1.5,2023-09-13,5.3,2023-10-01,6.8,Odd-Eyes Arc Pendulum Dragon,LEDD-ENC00,0.22058823529411764,30,9258,Legendary Dragon Decks,1st Edition,147062,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/147062_200w.jpg,https://www.tcgplayer.com/product/147062/yugioh-legendary-dragon-decks-odd-eyes-arc-pendulum-dragon,2017-10-06,All Time,$5-10
2.005,2023-09-24,2.375,2023-10-01,4.38,Unending Nightmare,MACR-EN079,0.4577625570776256,7,22757,Maximum Crisis,Unlimited,131196,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/131196_200w.jpg,https://www.tcgplayer.com/product/131196/yugioh-maximum-crisis-unending-nightmare,2017-05-04,All Time,$1-5
2.245,2023-09-13,2.135,2023-10-01,4.38,Unending Nightmare,MACR-EN079,0.5125570776255708,30,22757,Maximum Crisis,Unlimited,131196,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/131196_200w.jpg,https://www.tcgplayer.com/product/131196/yugioh-maximum-crisis-unending-nightmare,2017-05-04,All Time,$1-5
1.045,2023-07-03,3.335,2023-10-01,4.38,Unending Nightmare,MACR-EN079,0.23858447488584475,90,22757,Maximum Crisis,Unlimited,131196,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/131196_200w.jpg,https://www.tcgplayer.com/product/131196/yugioh-maximum-crisis-unending-nightmare,2017-05-04,All Time,$1-5
1.545,2023-04-04,2.835,2023-10-01,4.38,Unending Nightmare,MACR-EN079,0.3527397260273973,180,22757,Maximum Crisis,1st Edition,131196,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/131196_200w.jpg,https://www.tcgplayer.com/product/131196/yugioh-maximum-crisis-unending-nightmare,2017-05-04,All Time,$1-5
1.06,2023-09-24,2.73,2023-10-01,3.79,A Hero Lives,DUSA-EN087,0.2796833773087071,7,18547,Duelist Saga,1st Edition,129661,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/129661_200w.jpg,https://www.tcgplayer.com/product/129661/yugioh-duelist-saga-a-hero-lives,2017-03-30,All Time,$1-5
1.38,2023-07-03,2.41,2023-10-01,3.79,A Hero Lives,DUSA-EN087,0.3641160949868074,90,18547,Duelist Saga,1st Edition,129661,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/129661_200w.jpg,https://www.tcgplayer.com/product/129661/yugioh-duelist-saga-a-hero-lives,2017-03-30,All Time,$1-5
1.08,2023-04-04,2.71,2023-10-01,3.79,A Hero Lives,DUSA-EN087,0.2849604221635884,180,18547,Duelist Saga,1st Edition,129661,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/129661_200w.jpg,https://www.tcgplayer.com/product/129661/yugioh-duelist-saga-a-hero-lives,2017-03-30,All Time,$1-5
1.735,2023-09-24,5.735,2023-10-01,7.47,King of the Swamp,FUEN-EN040,0.2322623828647925,7,6875,Fusion Enforcers,Unlimited,127831,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/127831_200w.jpg,https://www.tcgplayer.com/product/127831/yugioh-fusion-enforcers-king-of-the-swamp,2017-02-23,All Time,$5-10
1.095,2023-09-13,6.375,2023-10-01,7.47,King of the Swamp,FUEN-EN040,0.1465863453815261,30,6875,Fusion Enforcers,1st Edition,127831,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/127831_200w.jpg,https://www.tcgplayer.com/product/127831/yugioh-fusion-enforcers-king-of-the-swamp,2017-02-23,All Time,$5-10
1.99,2023-07-03,5.48,2023-10-01,7.47,King of the Swamp,FUEN-EN040,0.26639892904953144,90,6875,Fusion Enforcers,Unlimited,127831,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/127831_200w.jpg,https://www.tcgplayer.com/product/127831/yugioh-fusion-enforcers-king-of-the-swamp,2017-02-23,All Time,$5-10
1.195,2023-09-24,5.585,2023-10-01,6.78,Majesty's Pegasus,DOCS-EN058,0.1762536873156342,7,17521,Dimension of Chaos,1st Edition,107695,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107695_200w.jpg,https://www.tcgplayer.com/product/107695/yugioh-dimension-of-chaos-majestys-pegasus,2015-11-06,All Time,$5-10
3.53,2023-09-13,3.25,2023-10-01,6.78,Majesty's Pegasus,DOCS-EN058,0.5206489675516224,30,17521,Dimension of Chaos,1st Edition,107695,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107695_200w.jpg,https://www.tcgplayer.com/product/107695/yugioh-dimension-of-chaos-majestys-pegasus,2015-11-06,All Time,$1-5
5.525,2023-07-03,1.255,2023-10-01,6.78,Majesty's Pegasus,DOCS-EN058,0.8148967551622419,90,17521,Dimension of Chaos,Unlimited,107695,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107695_200w.jpg,https://www.tcgplayer.com/product/107695/yugioh-dimension-of-chaos-majestys-pegasus,2015-11-06,All Time,$1-5
4.385,2023-04-04,2.395,2023-10-01,6.78,Majesty's Pegasus,DOCS-EN058,0.6467551622418879,180,17521,Dimension of Chaos,Unlimited,107695,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/107695_200w.jpg,https://www.tcgplayer.com/product/107695/yugioh-dimension-of-chaos-majestys-pegasus,2015-11-06,All Time,$1-5
1.04,2023-09-24,3.13,2023-10-01,4.17,Graceful Charity,BP02-EN137,0.24940047961630696,7,19237,Battle Pack 2: War of the Giants,Unlimited,69468,Mosaic Rare,https://tcgplayer-cdn.tcgplayer.com/product/69468_200w.jpg,https://www.tcgplayer.com/product/69468/yugioh-battle-pack-2-war-of-the-giants-graceful-charity-mosaic-rare,2013-06-27,All Time,$1-5
1.07,2023-09-13,3.1,2023-10-01,4.17,Graceful Charity,BP02-EN137,0.2565947242206235,30,19237,Battle Pack 2: War of the Giants,1st Edition,69468,Mosaic Rare,https://tcgplayer-cdn.tcgplayer.com/product/69468_200w.jpg,https://www.tcgplayer.com/product/69468/yugioh-battle-pack-2-war-of-the-giants-graceful-charity-mosaic-rare,2013-06-27,All Time,$1-5
1.135,2023-09-24,2.1,2023-10-01,3.235,Obelisk the Tormentor,BP01-EN021,0.3508500772797527,7,12469,Battle Pack: Epic Dawn,Unlimited,69672,Starfoil Rare,https://tcgplayer-cdn.tcgplayer.com/product/69672_200w.jpg,https://www.tcgplayer.com/product/69672/yugioh-battle-pack-epic-dawn-obelisk-the-tormentor-starfoil,2012-05-24,All Time,$1-5
1.725,2023-04-04,1.51,2023-10-01,3.235,Obelisk the Tormentor,BP01-EN021,0.5332302936630603,180,12469,Battle Pack: Epic Dawn,1st Edition,69672,Starfoil Rare,https://tcgplayer-cdn.tcgplayer.com/product/69672_200w.jpg,https://www.tcgplayer.com/product/69672/yugioh-battle-pack-epic-dawn-obelisk-the-tormentor-starfoil,2012-05-24,All Time,$1-5
6.17,2023-09-24,4.39,2023-10-01,10.56,Void Ogre Dragon,PRC1-EN021,0.584280303030303,7,10893,Premium Collection Tin,1st Edition,58160,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/58160_200w.jpg,https://www.tcgplayer.com/product/58160/yugioh-2012-premium-collection-tin-void-ogre-dragon,2012-03-15,All Time,$1-5
7.77,2023-09-13,2.79,2023-10-01,10.56,Void Ogre Dragon,PRC1-EN021,0.7357954545454546,30,10893,Premium Collection Tin,1st Edition,58160,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/58160_200w.jpg,https://www.tcgplayer.com/product/58160/yugioh-2012-premium-collection-tin-void-ogre-dragon,2012-03-15,All Time,$1-5
8.65,2023-07-03,1.91,2023-10-01,10.56,Void Ogre Dragon,PRC1-EN021,0.8191287878787878,90,10893,Premium Collection Tin,1st Edition,58160,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/58160_200w.jpg,https://www.tcgplayer.com/product/58160/yugioh-2012-premium-collection-tin-void-ogre-dragon,2012-03-15,All Time,$1-5
8.85,2023-04-04,1.71,2023-10-01,10.56,Void Ogre Dragon,PRC1-EN021,0.8380681818181818,180,10893,Premium Collection Tin,1st Edition,58160,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/58160_200w.jpg,https://www.tcgplayer.com/product/58160/yugioh-2012-premium-collection-tin-void-ogre-dragon,2012-03-15,All Time,$1-5
1.015,2023-09-24,5.33,2023-10-01,6.345,Phantom of Chaos,LCGX-EN193,0.1599684791174153,7,27541,Legendary Collection 2: The Duel Academy Years Mega Pack,1st Edition,56938,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/56938_200w.jpg,https://www.tcgplayer.com/product/56938/yugioh-legendary-collection-2-phantom-of-chaos,2011-10-04,All Time,$5-10
1.205,2023-09-13,5.14,2023-10-01,6.345,Phantom of Chaos,LCGX-EN193,0.18991331757289204,30,27541,Legendary Collection 2: The Duel Academy Years Mega Pack,1st Edition,56938,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/56938_200w.jpg,https://www.tcgplayer.com/product/56938/yugioh-legendary-collection-2-phantom-of-chaos,2011-10-04,All Time,$5-10
1.965,2023-07-03,4.38,2023-10-01,6.345,Phantom of Chaos,LCGX-EN193,0.30969267139479906,90,27541,Legendary Collection 2: The Duel Academy Years Mega Pack,1st Edition,56938,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/56938_200w.jpg,https://www.tcgplayer.com/product/56938/yugioh-legendary-collection-2-phantom-of-chaos,2011-10-04,All Time,$1-5
1.915,2023-04-04,4.43,2023-10-01,6.345,Phantom of Chaos,LCGX-EN193,0.3018124507486209,180,27541,Legendary Collection 2: The Duel Academy Years Mega Pack,Unlimited,56938,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/56938_200w.jpg,https://www.tcgplayer.com/product/56938/yugioh-legendary-collection-2-phantom-of-chaos,2011-10-04,All Time,$1-5
1.16,2023-09-13,3.25,2023-10-01,4.41,"Incredible Ecclesia, the Virtuous (Secret Rare)",BODE-EN007,0.26303854875283444,30,30551,Burst of Destiny,1st Edition,252540,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252540_200w.jpg,https://www.tcgplayer.com/product/252540/yugioh-burst-of-destiny-incredible-ecclesia-the-virtuous,2021-11-05,All Time,$1-5
7.27,2023-09-13,3.57,2023-10-01,10.84,Floowandereeze & Empen,BODE-EN017,0.6706642066420664,30,30562,Burst of Destiny,1st Edition,252551,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252551_200w.jpg,https://www.tcgplayer.com/product/252551/yugioh-burst-of-destiny-floowandereeze-and-empen,2021-11-05,All Time,$1-5
7.04,2023-07-03,3.8,2023-10-01,10.84,Floowandereeze & Empen,BODE-EN017,0.6494464944649446,90,30562,Burst of Destiny,1st Edition,252551,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252551_200w.jpg,https://www.tcgplayer.com/product/252551/yugioh-burst-of-destiny-floowandereeze-and-empen,2021-11-05,All Time,$1-5
6.76,2023-04-04,4.08,2023-10-01,10.84,Floowandereeze & Empen,BODE-EN017,0.6236162361623616,180,30562,Burst of Destiny,1st Edition,252551,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252551_200w.jpg,https://www.tcgplayer.com/product/252551/yugioh-burst-of-destiny-floowandereeze-and-empen,2021-11-05,All Time,$1-5
2.32,2023-09-24,8.52,2023-10-01,10.84,Floowandereeze & Empen,BODE-EN017,0.2140221402214022,7,30562,Burst of Destiny,1st Edition,252551,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252551_200w.jpg,https://www.tcgplayer.com/product/252551/yugioh-burst-of-destiny-floowandereeze-and-empen,2021-11-05,All Time,$5-10
1.39,2023-09-13,4.43,2023-10-01,5.82,Branded Opening,DAMA-EN054,0.2388316151202749,30,30112,Dawn of Majesty,1st Edition,245808,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/245808_200w.jpg,https://www.tcgplayer.com/product/245808/yugioh-dawn-of-majesty-branded-opening,2021-08-12,All Time,$1-5
3.57,2023-07-03,2.25,2023-10-01,5.82,Branded Opening,DAMA-EN054,0.6134020618556701,90,30112,Dawn of Majesty,1st Edition,245808,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/245808_200w.jpg,https://www.tcgplayer.com/product/245808/yugioh-dawn-of-majesty-branded-opening,2021-08-12,All Time,$1-5
3.89,2023-09-13,4.85,2023-10-01,8.74,Sunavalon Dryas,GFTP-EN018,0.4450800915331808,30,29557,Ghosts From the Past,1st Edition,235729,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235729_200w.jpg,https://www.tcgplayer.com/product/235729/yugioh-ghosts-from-the-past-sunavalon-dryas,2021-04-16,All Time,$1-5
4.52,2023-07-03,4.22,2023-10-01,8.74,Sunavalon Dryas,GFTP-EN018,0.517162471395881,90,29557,Ghosts From the Past,1st Edition,235729,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235729_200w.jpg,https://www.tcgplayer.com/product/235729/yugioh-ghosts-from-the-past-sunavalon-dryas,2021-04-16,All Time,$1-5
2.19,2023-04-04,6.55,2023-10-01,8.74,Sunavalon Dryas,GFTP-EN018,0.2505720823798627,180,29557,Ghosts From the Past,1st Edition,235729,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235729_200w.jpg,https://www.tcgplayer.com/product/235729/yugioh-ghosts-from-the-past-sunavalon-dryas,2021-04-16,All Time,$5-10
1.03,2023-09-13,1.7,2023-10-01,2.73,Helshaddoll Hollow,GFTP-EN007,0.3772893772893773,30,29544,Ghosts From the Past,1st Edition,235712,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235712_200w.jpg,https://www.tcgplayer.com/product/235712/yugioh-ghosts-from-the-past-helshaddoll-hollow,2021-04-16,All Time,$1-5
1.4,2023-07-03,1.33,2023-10-01,2.73,Helshaddoll Hollow,GFTP-EN007,0.5128205128205128,90,29544,Ghosts From the Past,1st Edition,235712,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235712_200w.jpg,https://www.tcgplayer.com/product/235712/yugioh-ghosts-from-the-past-helshaddoll-hollow,2021-04-16,All Time,$1-5
1.06,2023-09-13,2.81,2023-10-01,3.87,Blue-Eyes Chaos MAX Dragon,LDS2-EN016,0.2739018087855297,30,29152,Legendary Duelists: Season 2,1st Edition,230242,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/230242_200w.jpg,https://www.tcgplayer.com/product/230242/yugioh-legendary-duelists-season-2-blue-eyes-chaos-max-dragon,2021-01-22,All Time,$1-5
1.2,2023-09-13,3.75,2023-10-01,4.95,Blackwing Full Armor Master,LDS2-EN044,0.24242424242424246,30,29180,Legendary Duelists: Season 2,1st Edition,230285,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/230285_200w.jpg,https://www.tcgplayer.com/product/230285/yugioh-legendary-duelists-season-2-blackwing-full-armor-master,2021-01-22,All Time,$1-5
2.35,2023-07-03,2.6,2023-10-01,4.95,Blackwing Full Armor Master,LDS2-EN044,0.4747474747474748,90,29180,Legendary Duelists: Season 2,1st Edition,230285,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/230285_200w.jpg,https://www.tcgplayer.com/product/230285/yugioh-legendary-duelists-season-2-blackwing-full-armor-master,2021-01-22,All Time,$1-5
3.08,2023-04-04,1.87,2023-10-01,4.95,Blackwing Full Armor Master,LDS2-EN044,0.6222222222222222,180,29180,Legendary Duelists: Season 2,1st Edition,230285,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/230285_200w.jpg,https://www.tcgplayer.com/product/230285/yugioh-legendary-duelists-season-2-blackwing-full-armor-master,2021-01-22,All Time,$1-5
1.27,2023-09-13,4.15,2023-10-01,5.42,Super Rejuvenation,LART-EN013,0.2343173431734317,30,18519,The Lost Art Promotion 2021,Limited,206963,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/206963_200w.jpg,https://www.tcgplayer.com/product/206963/yugioh-the-lost-art-promotion-super-rejuvenation,2021-01-01,All Time,$1-5
1.98,2023-07-03,3.44,2023-10-01,5.42,Super Rejuvenation,LART-EN013,0.36531365313653136,90,18519,The Lost Art Promotion 2021,Limited,206963,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/206963_200w.jpg,https://www.tcgplayer.com/product/206963/yugioh-the-lost-art-promotion-super-rejuvenation,2021-01-01,All Time,$1-5
1.0,2023-04-04,4.42,2023-10-01,5.42,Super Rejuvenation,LART-EN013,0.18450184501845016,180,18519,The Lost Art Promotion 2021,Limited,206963,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/206963_200w.jpg,https://www.tcgplayer.com/product/206963/yugioh-the-lost-art-promotion-super-rejuvenation,2021-01-01,All Time,$1-5
1.58,2023-09-13,5.4,2023-10-01,6.98,Meteonis Drytron,GEIM-EN032,0.22636103151862466,30,29078,Genesis Impact,1st Edition,228666,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228666_200w.jpg,https://www.tcgplayer.com/product/228666/yugioh-genesis-impact-meteonis-drytron,2020-12-18,All Time,$5-10
1.47,2023-09-13,3.91,2023-10-01,5.38,"Zoroa, the Magistus of Flame",GEIM-EN002,0.2732342007434944,30,26655,Genesis Impact,1st Edition,228627,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228627_200w.jpg,https://www.tcgplayer.com/product/228627/yugioh-genesis-impact-zoroa-the-magistus-of-flame,2020-12-18,All Time,$1-5
2.62,2023-07-03,2.76,2023-10-01,5.38,"Zoroa, the Magistus of Flame",GEIM-EN002,0.4869888475836432,90,26655,Genesis Impact,1st Edition,228627,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228627_200w.jpg,https://www.tcgplayer.com/product/228627/yugioh-genesis-impact-zoroa-the-magistus-of-flame,2020-12-18,All Time,$1-5
3.17,2023-09-13,6.82,2023-10-01,9.99,Evil Twins Ki-sikil & Lil-la,GEIM-EN017,0.3173173173173173,30,26657,Genesis Impact,1st Edition,228648,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228648_200w.jpg,https://www.tcgplayer.com/product/228648/yugioh-genesis-impact-evil-twins-ki-sikil-and-lil-la,2020-12-18,All Time,$5-10
4.35,2023-07-03,5.64,2023-10-01,9.99,Evil Twins Ki-sikil & Lil-la,GEIM-EN017,0.43543543543543545,90,26657,Genesis Impact,1st Edition,228648,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228648_200w.jpg,https://www.tcgplayer.com/product/228648/yugioh-genesis-impact-evil-twins-ki-sikil-and-lil-la,2020-12-18,All Time,$5-10
2.05,2023-09-24,7.94,2023-10-01,9.99,Evil Twins Ki-sikil & Lil-la,GEIM-EN017,0.2052052052052052,7,26657,Genesis Impact,1st Edition,228648,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228648_200w.jpg,https://www.tcgplayer.com/product/228648/yugioh-genesis-impact-evil-twins-ki-sikil-and-lil-la,2020-12-18,All Time,$5-10
2.13,2023-09-13,6.96,2023-10-01,9.09,The Winged Dragon of Ra,SBCB-EN203,0.23432343234323436,30,26660,Speed Duel: Battle City Box,1st Edition,228137,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/228137_200w.jpg,https://www.tcgplayer.com/product/228137/yugioh-speed-duel-battle-city-box-the-winged-dragon-of-ra,2020-12-11,All Time,$5-10
